id,maintainable_item,part,position_1pm,failure_mode_tm,failure_cause_tm,work_order_type,work_order,work_order_desc,actual_start_date,actual_finish,equip_name,equip_id,notification,long_text_notification,material,material_desc,batch,purchase_item_text,operation,vendor,workstream,model,model_size,model_variant,edited_flag,censored,remove,cum_smu_hours,actual_materials_cost,actual_services_cost
435,Arc Chutes: ACHUT-21,Arc Chutes,,worn,age,PM01,413743122,Replace Arc Shutes RD31,27/03/2016,27/03/2016,3131.01.04.74-TK031,3131.01.04.74-TK031,413462401,08.03.2016 10:19:05 UTC Adam Wisley (WISLA9) Phone +61749404942  both arc shutes are showing signs of wear and will soon need replacing.  2x 10366616 1x electrician 2 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,11404,2398,0
437,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM01,413651961,Fit Brushes To Main ALT RD31,27/03/2016,27/03/2016,3131.01.04.74-TK031,3131.01.04.74-TK031,413082114,12.01.2016 13:25:07 UTC Adam Wisley (WISLA9) Phone +61749404942 replace the main ALT brushes  6x 10366693 1x electrician 2 hours   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,11404,522,0
438,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432424264,Extra parts for service.,30/03/2016,30/03/2016,3131.01.04.74-TK035,3131.01.04.74-TK035,413604656,30.03.2016 00:51:27 UTC Corey Oliver (OLIVC91) Phone +61407754106    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Extra parts for service.   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366693,"BRUSH,R320,KOMATSU VE7263",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,10992,619.98,0
439,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432404319,R/H/F rear brake cooling hose leaking,1/04/2016,1/04/2016,3131.01.04.74-TK020,3131.01.04.74-TK020,413497905,14.03.2016 03:41:34 UTC Danny Wallace (WALLD92) Task list attached  R/H front stut rear brake cooling hose leaking needs replacing  1x 10519795  1x worker 3hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,27723,2431.85,0
479,Blower Pressure Sensor: SNSR-23,Sensor,,Inoperable,contamination,PM01,413739138,Replace Lems Blower Pressure Switch RD30,14/05/2016,14/05/2016,3131.01.04.74-TK030,3131.01.04.74-TK030,413431801,03.03.2016 19:25:03 UTC Shaun Rose (ROSES91)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Lems blower pressure switch faulty. Need to change out next service   *     Define work requirements; including known materials specialist labour special tools that are required:  1 lecky 2 hrs 1 x 10915560   *  nil   *  nil    ,10915560,"SWITCH,KOMATSU 58F0601860",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,13441,1086.36,0
440,Grid Blower Motor Brushes: MOTR-BRSH-51,Brushes,,worn,Age,PM03,432404319,R/H/F rear brake cooling hose leaking,1/04/2016,1/04/2016,RD20,3131.01.04.74-TK020,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27723,0,0
441,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432439422,replace RP contact tips,12/04/2016,12/04/2016,3131.01.04.74-TK016,3131.01.04.74-TK016,413686650,11.04.2016 10:56:14 UTC Robert Finn (FINNR1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  replace RP contact tips.  one Hv sparky one hour  two of 10858502 two of 10879568    *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16656,10327.4,0
442,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432440211,replace RP tips,13/04/2016,14/04/2016,3131.01.04.74-TK018,3131.01.04.74-TK018,413690784,12.04.2016 02:38:02 UTC Adam Wisley (WISLA9) Phone +61749404942 RP tips are worn and will need to be replaced.  2x 10858502 2x 10879586 1x electrician 3 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27057,6623.74,0
483,Forward/Reverse Gear Selector Lever: LEVR-22,Gear Selector,,Failed,Electrical Fault,PM03,432484976,forward reverser not working,20/05/2016,20/05/2016,3131.01.04.74-TK016,3131.01.04.74-TK016,413934326,18.05.2016 10:35:50 UTC Ronald Piggott (PIGGR9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  forward reverser not working 1 x elect 4 hrs 1 x gear selector 10855529   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10855529,"LEVER ASSY,KOMATSU PC2873",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,17353,2870.39,0
443,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM03,432442027,replace RP tips,14/04/2016,14/04/2016,3131.01.04.74-TK015,3131.01.04.74-TK015,413701393,13.04.2016 14:01:07 UTC Adam Wisley (WISLA9) Phone +61749404942  the RP tips are worn and need to be replaced.  2x 10858502 1x electrician 3 hours  *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16750,6623.74,0
446,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Worn,Age,PM02,426532845,PM02 Svce Lube & Mechanical RD25,19/04/2016,20/04/2016,3111.01.04.74-TK025,3111.01.04.74-TK025,413058808,20.04.2016 05:42:30 UTC Craig Bradley (BRADCC9) Completed,10366621,"CONTACT KIT,RP,KOMATSU GE1075",,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,2549,4496.1,0
447,Gen Field Contactor Tip: CTIP-22,Contactor Tip,,Worn,Age,PM01,413699992,Replace RP2 Contact Tips RD13,21/04/2016,21/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,413269693,09.02.2016 14:44:19 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP2 contact tips  1 x electrician for 2 hours     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *      ,10386442,"TIP,CONT,PROLONGED RP,GE 9960190G7",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,16991,6856.02,0
487,Grid Blower Motor Brushes: MOTR-BRSH-51,,R,,,PM03,432493884,replace blower motor brusher RD35,26/05/2016,26/05/2016,RD35,3131.01.04.74-TK035,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,12031,0,0
450,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM03,432448473,replace blower motor brusher,21/04/2016,22/04/2016,3131.01.04.74-TK019,3131.01.04.74-TK019,413734855,18.04.2016 21:18:31 UTC Bradley Cunneen (CUNEB9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Blower brushes worn and have been replaced.     * replace brushes     Define work requirements; including known materials specialist labour special tools that are required:  8x 10366692 8x 10366617  Parts to go to up10 Store  *     *    ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,27098,2156.64,0
489,Retard Contactor: CTCR-21,Contactor,RP1,Damaged,Heat,PM03,432510581,Sparks from Contactor Cabinet-Core,9/06/2016,9/06/2016,3131.01.04.74-TK028,3131.01.04.74-TK028,414075749,08.06.2016 17:25:38 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  At approximately 8:00pm on 08/6/2016 RD28 was operating on the R14 SHE33 strip. During operations the operator has noticed sparks coming out of the contactor cabinet on the right side of the truck. No flames were visible.    * Operation of RD28 ceased immediately emergency called scene secured and relevant people notified.     Define work requirements; including known materials specialist labour special tools that are required:     *     *      ,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14094,35726.74,0
490,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Failed,Contactor Condition,PM03,432510581,Sparks from Contactor Cabinet-Core,9/06/2016,9/06/2016,3131.01.04.74-TK028,3131.01.04.74-TK028,414075749,08.06.2016 17:25:38 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  At approximately 8:00pm on 08/6/2016 RD28 was operating on the R14 SHE33 strip. During operations the operator has noticed sparks coming out of the contactor cabinet on the right side of the truck. No flames were visible.    * Operation of RD28 ceased immediately emergency called scene secured and relevant people notified.     Define work requirements; including known materials specialist labour special tools that are required:     *     *      ,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,14094,35726.74,0
451,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM03,432448473,replace blower motor brusher,21/04/2016,22/04/2016,3131.01.04.74-TK019,3131.01.04.74-TK019,413734855,18.04.2016 21:18:31 UTC Bradley Cunneen (CUNEB9)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Blower brushes worn and have been replaced.     * replace brushes     Define work requirements; including known materials specialist labour special tools that are required:  8x 10366692 8x 10366617  Parts to go to up10 Store  *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,27098,2156.64,0
452,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip2,Worn,Age,PM01,413699992,Replace RP2 Contact Tips RD13,21/04/2016,21/04/2016,3131.01.04.74-TK013,3131.01.04.74-TK013,413269693,09.02.2016 14:44:19 UTC Rebecca Benoit (COXRE) Phone +6149414948    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace RP2 contact tips  1 x electrician for 2 hours     *     Define work requirements; including known materials specialist labour special tools that are required:     *     *      ,10858502,"TIP,CONTR,KOMATSU GE1836",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,16991,6856.02,0
453,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,Worn,Age,PM03,432448473,replace blower motor brusher,21/04/2016,21/04/2016,RD19,3131.01.04.74-TK019,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27098,0,0
454,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,R,Worn,Age,PM03,432448473,replace blower motor brusher,21/04/2016,21/04/2016,RD19,3131.01.04.74-TK019,,,,,,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,27098,0,0
495,Retard Contactor: CTCR-21,Contactor,RP2,worn,age,PM03,432517459,Change Contactor Tips RD21,15/06/2016,15/06/2016,3131.01.04.74-TK021,3131.01.04.74-TK021,414122678,14.06.2016 01:36:19 UTC Bradley Cunneen (CUNEB9)  Change Contactor Tips RD21  Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):Contactor tips found to be worn during service.     * Notification raised     Define work requirements; including known materials specialist labour special tools that are required:  6x 10858502 (GE1836) 1x Sparky 2hrs    *     *    ,10369098,"CONTACTOR,KOMATSU GE0647",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,1,0,0,28373,37747.74,0
457,Grid Blower Motor Brushes: MOTR-BRSH-51,Motor Brush,F,Worn,Age,PM01,413699754,Replace Grid Blower Motor RD26,24/04/2016,24/04/2016,3131.01.04.74-TK026,3131.01.04.74-TK026,413271415,09.02.2016 21:04:28 UTC Alistair Donaldson (DONALA9) Phone +61749404699    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Notes from 32 week servic 9/12/2015 identifes that the comms on Blower Motor 1 are badly worn and beyond SRB clean up.    *  Replace at the soonest opportunity   Define work requirements; including known materials specialist labour special tools that are required:  Task list used   *     *    ,10855532,"MOTOR,SX,BLOWER,KOMATSU XA4146SERVRMKE",REPAIRED,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,12417,437.48,0
468,Arc Chutes: ACHUT-21,Arc Chutes,,worn,age,PM03,432464630,Change Grid blower brushes,2/05/2016,2/05/2016,3131.01.04.74-TK025,3131.01.04.74-TK025,413822943,02.05.2016 02:38:28 UTC David Brook Brook (BROOD1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace grid brushes   *     Define work requirements; including known materials specialist labour special tools that are required:   1x elec fitter 4x 10366695 12x 10366692 1x 10366617 1x 10861227 1x 10366616 1x 10366665    *     *      ,10366616,"CHUTE,ARC,KOMATSU GE0696",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,0,25960,2934.92,0
498,Retard Contactor: CTCR-21,Contactor,RP1,Damaged,Heat,PM03,432519218,RP Contactors u/s,16/06/2016,16/06/2016,3111.01.04.74-TK026,3111.01.04.74-TK026,414134333,15.06.2016 14:09:52 UTC Byron Gill (GILLB9)  Electricians reported RP Contactor failure.  2 x Electricians 2HRS - Remove and replace.  2 x 10872128 Contactor 16.06.2016 09:32:37 UTC Byron Gill (GILLB9)  Contactors replaced HV Electricians carried out repairs. 16.06.2016 12:56:16 UTC Byron Gill (GILLB9)  Raised subsequent notification for further parts to be ordered following breakdown repair,10872128,"CONTACTOR,KOMATSU GE1842",NEW,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,3493,20327.13,0
499,Retard Contactor: CTCR-21,Contactor,RP2,Damaged,Heat,PM03,432519218,RP Contactors u/s,16/06/2016,16/06/2016,3111.01.04.74-TK026,3111.01.04.74-TK026,414134333,15.06.2016 14:09:52 UTC Byron Gill (GILLB9)  Electricians reported RP Contactor failure.  2 x Electricians 2HRS - Remove and replace.  2 x 10872128 Contactor 16.06.2016 09:32:37 UTC Byron Gill (GILLB9)  Contactors replaced HV Electricians carried out repairs. 16.06.2016 12:56:16 UTC Byron Gill (GILLB9)  Raised subsequent notification for further parts to be ordered following breakdown repair,10872128,"CONTACTOR,KOMATSU GE1842",REPAIRED,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,3493,20327.13,0
500,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip1,Failed,Contactor Condition,PM03,432519218,RP Contactors u/s,16/06/2016,16/06/2016,3111.01.04.74-TK026,3111.01.04.74-TK026,414134333,15.06.2016 14:09:52 UTC Byron Gill (GILLB9)  Electricians reported RP Contactor failure.  2 x Electricians 2HRS - Remove and replace.  2 x 10872128 Contactor 16.06.2016 09:32:37 UTC Byron Gill (GILLB9)  Contactors replaced HV Electricians carried out repairs. 16.06.2016 12:56:16 UTC Byron Gill (GILLB9)  Raised subsequent notification for further parts to be ordered following breakdown repair,10872128,"CONTACTOR,KOMATSU GE1842",NEW,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,0,3493,20327.13,0
501,RP Contactor Tip: CTIP-21,Contactor Tip,RPTip2,Failed,Contactor Condition,PM03,432519218,RP Contactors u/s,16/06/2016,16/06/2016,3111.01.04.74-TK026,3111.01.04.74-TK026,414134333,15.06.2016 14:09:52 UTC Byron Gill (GILLB9)  Electricians reported RP Contactor failure.  2 x Electricians 2HRS - Remove and replace.  2 x 10872128 Contactor 16.06.2016 09:32:37 UTC Byron Gill (GILLB9)  Contactors replaced HV Electricians carried out repairs. 16.06.2016 12:56:16 UTC Byron Gill (GILLB9)  Raised subsequent notification for further parts to be ordered following breakdown repair,10872128,"CONTACTOR,KOMATSU GE1842",REPAIRED,,Blackwater Mine,,Drive System (HV),0.093,,,0,0,1,3493,20327.13,0
469,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,rough rotor surface,PM03,432460756,replace Grid blower brushes NTLA,2/05/2016,3/05/2016,3131.01.04.74-TK014,3131.01.04.74-TK014,413803881,28.04.2016 23:19:43 UTC Danny Wallace (WALLD92) No Task List Avalible   replace Grid blower brushes in blower motor one to try and get delta fault in acceptable limits as only one blower was changed. 8x 10366617 1x electrician 4hrs   *     Define work requirements; including known materials specialist labour special tools that are required:     *     *    ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,17181,1920,0
470,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432464630,Change Grid blower brushes,2/05/2016,2/05/2016,3131.01.04.74-TK025,3131.01.04.74-TK025,413822943,02.05.2016 02:38:28 UTC David Brook Brook (BROOD1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace grid brushes   *     Define work requirements; including known materials specialist labour special tools that are required:   1x elec fitter 4x 10366695 12x 10366692 1x 10366617 1x 10861227 1x 10366616 1x 10366665    *     *      ,10366692,"BRUSH,KOMATSU VE7260",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,25960,2934.92,0
471,HV Alternator Brushes: ALTR-BRSH-16,Brushes,,worn,Age,PM03,432464630,Change Grid blower brushes,2/05/2016,2/05/2016,3131.01.04.74-TK025,3131.01.04.74-TK025,413822943,02.05.2016 02:38:28 UTC David Brook Brook (BROOD1)    Brief description of what occurred (e.g. basic sequence of events and impacts avoiding the use of personnel names):  Replace grid brushes   *     Define work requirements; including known materials specialist labour special tools that are required:   1x elec fitter 4x 10366695 12x 10366692 1x 10366617 1x 10861227 1x 10366616 1x 10366665    *     *      ,10366617,"BRUSH,SRB,KOMATSU GE0704",,,Goonyella Riverside Mine,,Drive System (HV),0.093,,,0,0,1,25960,2934.92,0
